artifact_id,path,artifact_kind,role,authority,derived_from,dimension_claim,fabrication_required,notes
DXF-INLAY-EM-002,inlay-patterns/Em/band2_chevron.dxf,dxf,finish_study,concept_only,,none,false,"Decorative inlay artwork only; not acoustic body bore tone-hole socket or fixture authority."
DXF-INLAY-EM-003,inlay-patterns/Em/band3_diamond.dxf,dxf,finish_study,concept_only,,none,false,"Decorative inlay artwork only; not acoustic body bore tone-hole socket or fixture authority."
DXF-INLAY-EM-004,inlay-patterns/Em/feature_constellation.dxf,dxf,finish_study,concept_only,,none,false,"Decorative inlay artwork only; not acoustic body bore tone-hole socket or fixture authority."
DXF-INLAY-DM-001,inlay-patterns/Dm/band1_chevron.dxf,dxf,finish_study,concept_only,,none,false,"Decorative inlay artwork only; not acoustic body bore tone-hole socket or fixture authority."
DXF-INLAY-DM-002,inlay-patterns/Dm/band2_chevron.dxf,dxf,finish_study,concept_only,,none,false,"Decorative inlay artwork only; not acoustic body bore tone-hole socket or fixture authority."
DXF-INLAY-DM-003,inlay-patterns/Dm/band3_diamond.dxf,dxf,finish_study,concept_only,,none,false,"Decorative inlay artwork only; not acoustic body bore tone-hole socket or fixture authority."
DXF-INLAY-DM-004,inlay-patterns/Dm/feature_constellation.dxf,dxf,finish_study,concept_only,,none,false,"Decorative inlay artwork only; not acoustic body bore tone-hole socket or fixture authority."
PDF-001,print-packet.pdf,print_packet,communication,derived_preview,design.md bom.csv family-spec.csv,none,false,"Print packet for packet review; fabrication callouts must be verified against workbook cells and reviewed DXF/CAD before shop use. Derived preview only."
DT-001,Drone-Flutes-Design.xlsx,design_table,design_table,fabrication,,derived_from_authority,true,"Parametric design source (284 formulas); current authority for family bore/length/OD/facet/drone-bore baseline and the BOM/sourcing/cut/validation tables."
FS-001,family-spec.csv,design_table,design_table,fabrication,Drone-Flutes-Design.xlsx,derived_from_authority,true,"Row-per-member family table (bore_id_in total_length_in body_od_in facet_side_in drone_bore_in); drives cad/drone-flutes.scad and the auto-generators."
MT-001,validation.csv,measurement_template,measurement_template,fabrication,Drone-Flutes-Design.xlsx,derived_from_authority,true,"Tuning measurement gates for fundamental six melody notes and three drone-block modes per member; all rows measurement_required pending first-article build."
REG-001,shop-validation-gates.csv,measurement_template,measurement_template,fabrication,Drone-Flutes-Design.xlsx,derived_from_authority,true,"Shop go/no-go gates (DXF revision authority drone/breath tuning tenon/facet tolerance); several gates remain blocked or measurement_required pending reviewed CAD/DXF."
BOM-001,bom.csv,bom,bom,fabrication,Drone-Flutes-Design.xlsx,derived_from_authority,true,"Make/buy material hardware and tooling list derived from design-table baseline."
SRC-001,sourcing.csv,sourcing,sourcing,fabrication,Drone-Flutes-Design.xlsx,derived_from_authority,true,"Spec-first sourcing table; live prices unverified (date_checked=TBD)."
CUT-001,cut-list.csv,cut_list,cut_list,fabrication,Drone-Flutes-Design.xlsx,derived_from_authority,true,"Rough/finish blank dimensions per member from family-spec.csv baseline."
CAD-001,cad/drone-flutes.scad,cad_source,cad_authoring,pending_measurement,family-spec.csv,derived_from_authority,false,"Parametric OpenSCAD bore + tone-hole-schedule envelope master (melody bore drone bore body/facet envelope equation-driven pentatonic-minor hole positions). Duct/fipple/window/voicing geometry out of scope. Renders clean in OpenSCAD for all 4 members. Not fabrication authority until reviewed; dxf-shop-authority.md acoustic-body DXF/CAD exports remain missing."
WL-001,drone-flutes-starter.wl,wolfram_source,wolfram,derived_preview,Drone-Flutes-Design.xlsx,source_only,false,"Wolfram source mirror of Master_Inputs; deployed read-only to Wolfram Cloud and embedded live in explorer.html. Not executed as part of this V5 pass — source-only evidence at L2."
